StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Random ID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your MTurk Worker ID in order to be paid.You may find your ID in the upper left corner of the MTurk web page.,Select the best three (3) images. Please wait for ALL images to load before selecting the best photos.,Random ID
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""Random ID""}"
5/5/19 19:44,5/5/19 19:46,IP Address,99.234.201.146,100,81,TRUE,5/5/19 19:46,R_1QgsJDrT3QSa5bg,,,,,43.76269531,-79.76059723,anonymous,EN,A1KVE1E8ZON2F7,"img45	,img47	,img57	",707675
5/5/19 19:47,5/5/19 19:48,IP Address,47.148.181.73,100,45,TRUE,5/5/19 19:48,R_27WnKJKJe1Ys9r7,,,,,34.03489685,-117.6184998,anonymous,EN,AU04NHNF2WGMK,"img35	,img46	,img73	",581913
5/5/19 19:55,5/5/19 19:56,IP Address,64.134.68.72,100,38,TRUE,5/5/19 19:56,R_3R43RcpGcveSH25,,,,,47.89770508,-97.03939819,anonymous,EN,A1S7R2Z9GZJZ0Y,"img9	,img44	,img72	",643283
5/5/19 19:56,5/5/19 19:58,IP Address,70.168.90.86,100,125,TRUE,5/5/19 19:58,R_3g6r1QZfSr4rFfT,,,,,29.61380005,-82.38600159,anonymous,EN,A10TWBII6TEYP8,"img5	,img23	,img42	",301876
5/5/19 19:59,5/5/19 20:00,IP Address,73.51.198.48,100,65,TRUE,5/5/19 20:00,R_1jSXomiVCLx4QMC,,,,,41.87190247,-87.6588974,anonymous,EN,A2P791EA88YGSV,"img27	,img34	,img62	",259891
5/5/19 20:04,5/5/19 20:06,IP Address,179.235.0.126,100,143,TRUE,5/5/19 20:06,R_2vf8fkdt06aVUho,,,,,-22.26350403,-49.13639832,anonymous,EN,A1DHL4XO3VT7TR,"img13	,img43	,img71	",362939
5/5/19 20:21,5/5/19 20:22,IP Address,73.212.8.247,100,80,TRUE,5/5/19 20:22,R_3nSLiaJz17COjMz,,,,,39.37010193,-78.02420044,anonymous,EN,A3AUS1GBLRPPXA,"img11	,img33	,img63	",502392
5/5/19 21:01,5/5/19 21:02,IP Address,98.167.38.79,100,61,TRUE,5/5/19 21:02,R_a8CNB8xT95LhPxf,,,,,36.03829956,-115.1445999,anonymous,EN,ANV640E4FJ9HJ,"img28	,img60	,img68	",760637
5/5/19 21:20,5/5/19 21:21,IP Address,73.211.15.239,100,46,TRUE,5/5/19 21:21,R_0lbN6KNoR3FAIXn,,,,,41.97039795,-87.70359802,anonymous,EN,A3MBRQO3XAVTIV,"img4	,img8	,img17	",856252
5/5/19 21:26,5/5/19 21:28,IP Address,68.34.115.32,100,107,TRUE,5/5/19 21:28,R_1JLzZqw0aM7S6Aq,,,,,42.52189636,-83.25189972,anonymous,EN,A2MT4Z6C97M9EB,"img33	,img71	,img74	",746535
5/5/19 21:54,5/5/19 21:55,IP Address,68.34.115.32,100,39,TRUE,5/5/19 21:55,R_27I3rKEzzYtqYt9,,,,,42.52189636,-83.25189972,anonymous,EN,A2MT4Z6C97M9EB,"img7	,img35	,img70	",171531
5/5/19 21:52,5/5/19 21:55,IP Address,74.221.165.225,100,195,TRUE,5/5/19 21:55,R_2vYaDt5XTVNcqsG,,,,,44.87190247,-98.51119995,anonymous,EN,A2SKOPFTRTNFUY,"img26	,img49	,img53	",300447
5/5/19 22:04,5/5/19 22:09,IP Address,66.171.25.170,100,244,TRUE,5/5/19 22:09,R_Z4wwv8czzwRnZLP,,,,,48.22569275,-103.6511002,anonymous,EN,A193Z9KOAAN1I4,"img40	,img69	,img75	",301582
5/5/19 22:13,5/5/19 22:14,IP Address,71.190.159.146,100,47,TRUE,5/5/19 22:14,R_vcLAqIywtpxul7r,,,,,40.94760132,-73.86239624,anonymous,EN,A3EMR7T3F49U0M,"img57	,img72	,img83	",276882
5/5/19 21:53,5/5/19 22:23,IP Address,129.205.112.130,100,1761,TRUE,5/5/19 22:23,R_7QfHMs27MfWmsP7,,,,,6.447402954,3.390304565,anonymous,EN,A38R689MVZST8Q,"img24	,img55	,img79	",332662
5/5/19 22:22,5/5/19 22:23,IP Address,64.113.7.235,100,93,TRUE,5/5/19 22:23,R_1hKCcjqZROUg9nl,,,,,47.14160156,-119.2893982,anonymous,EN,A1THSBWV04YAIK,"img38	,img44	,img48	",928821
5/5/19 22:28,5/5/19 22:30,IP Address,42.109.138.94,100,113,TRUE,5/5/19 22:30,R_1QiacbkUcUz7LzS,,,,,13.08430481,80.28048706,anonymous,EN,AIT1599C1IXTK,"img46	,img51	,img87	",152061
5/5/19 22:36,5/5/19 22:39,IP Address,98.20.66.44,100,133,TRUE,5/5/19 22:39,R_Q6ZI40eqpSN0Nt7,,,,,32.22979736,-97.76290131,anonymous,EN,A1EO8DYSSEB3XJ,"img4	,img54	,img66	",273717
5/5/19 22:41,5/5/19 22:43,IP Address,157.50.72.190,100,111,TRUE,5/5/19 22:43,R_3CZMwoPi5UlTnqK,,,,,13.08430481,80.28048706,anonymous,EN,A3F9N2P4NUUR7S,"img14	,img25	,img82	",786225
5/5/19 22:43,5/5/19 22:47,IP Address,184.16.199.153,100,204,TRUE,5/5/19 22:47,R_OwY62QurxRfXFiF,,,,,41.23910522,-85.16770172,anonymous,EN,A3K1P4SPR8XS7R,"img24	,img26	,img65	",862743
